filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.35008811950683594,0.13023211061954498,1784.1658495387549,2002.4490601176958,3805.8396058403423,0.08304482066898686,-113.57064819335938,121.57179260253906,-19.168142318725586,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704891204833984,15.34315013885498,-12.274109840393066,10.976572036743164,-8.326573371887207,8.803792953491211,-3.672300100326538,5.747994899749756,-5.162881851196289,0.7527398467063904,-1.6902146339416504,-0.40897896885871887,-2.3035225868225098,1.221290111541748,blues
blues.00001.wav,0.3409135639667511,0.09581801295280457,1530.1766787460795,2039.0365160924302,3550.5220984084976,0.05603980870552978,-207.50169372558594,123.99126434326172,8.955126762390137,35.877647399902344,2.9073197841644287,21.510467529296875,-8.560436248779297,23.370685577392578,-10.099660873413086,11.900497436523438,-5.555638790130615,5.376327037811279,-2.231760263442993,4.22014045715332,-6.012148380279541,0.9279974102973938,-0.7311246991157532,0.29507312178611755,-0.2835180163383484,0.5312158465385437,blues
blues.00002.wav,0.36363720893859863,0.17556729912757874,1552.8118647610036,1747.7023116676025,3042.2602323810906,0.07629120746326373,-90.72259521484375,140.44630432128906,-29.093889236450195,31.68433380126953,-13.984503746032715,25.764741897583008,-13.664875030517578,11.639933586120605,-11.783641815185547,9.71876049041748,-13.133803367614746,5.791199207305908,-8.907628059387207,-1.0770001411437988,-9.229273796081543,2.4516897201538086,-7.729092597961426,-1.8164068460464478,-3.439720392227173,-2.2312588691711426,blues
blues.00003.wav,0.4047847092151642,0.1408521831035614,1070.1066149971293,1596.412872177028,2184.7457991951856,0.03330886262567672,-199.54420471191406,150.0908966064453,5.662678241729736,26.859079360961914,1.7713992595672607,14.234030723571777,-4.832006454467773,9.286494255065918,-0.7591865062713623,8.137606620788574,-3.200653076171875,6.079319000244141,-2.4801735877990723,-1.079304575920105,-2.870788335800171,0.7808734774589539,-3.3195960521698,0.6369652152061462,-0.6191211342811584,-3.4074490070343018,blues
blues.00004.wav,0.30852603912353516,0.09162399917840958,1835.004265512071,1748.1721158264975,3579.757626703886,0.10146053871809745,-160.33770751953125,126.21963500976562,-35.58781051635742,22.1480712890625,-32.47860336303711,10.852293968200684,-23.352331161499023,0.4984336793422699,-11.793437004089355,1.2072551250457764,-13.088418006896973,-2.8138670921325684,-6.933384418487549,-7.552725315093994,-9.164666175842285,-4.520575046539307,-5.454033851623535,-0.9168736338615417,-4.4048261642456055,-11.70323371887207,blues
blues.00005.wav,0.3024562895298004,0.10345195233821869,1831.993939606849,1729.6532869429993,3481.5175917198376,0.09404153373936582,-177.7742462158203,118.20548248291016,-17.565879821777344,30.762401580810547,-21.747840881347656,11.920994758605957,-20.730993270874023,3.186577796936035,-8.586038589477539,-0.9328521490097046,-11.77243423461914,-2.405832290649414,-9.34366512298584,-9.936209678649902,-3.9039947986602783,-5.576589584350586,-1.8382633924484253,-2.783799409866333,-3.0479090213775635,-8.109991073608398,blues
blues.00006.wav,0.29132798314094543,0.14270280301570892,1459.366471695765,1389.0091311849505,2795.610963330191,0.07305223740815932,-190.0523681640625,130.28907775878906,-36.36953353881836,33.02903366088867,11.108781814575195,-0.6055835485458374,-20.871854782104492,0.27302488684654236,-6.486140251159668,-5.516767501831055,-7.839751720428467,-3.128592014312744,-6.596197128295898,-9.95037841796875,-6.535177230834961,-10.0680513381958,-10.913174629211426,-6.9713358879089355,-3.436504602432251,-6.483465671539307,blues
blues.00007.wav,0.3079547882080078,0.13199971616268158,1451.6670658428172,1577.2709414206151,2954.836759987674,0.061442246108855375,-179.34713745117188,136.46900939941406,-26.673137664794922,39.9842414855957,5.304416179656982,10.928611755371094,-20.56482696533203,8.511157035827637,-11.35724925994873,-3.46834659576416,-8.419937133789062,-6.9497151374816895,-3.5391392707824707,-8.041617393493652,-8.960675239562988,-8.4260835647583,-10.56893539428711,-10.784514427185059,-4.690677165985107,-8.630722045898438,blues
blues.00008.wav,0.40887922048568726,0.14251597225666046,1719.3689480431462,2031.740381002539,3782.316288428074,0.06402488761600927,-121.36394500732422,122.50666809082031,-14.73819637298584,46.131065368652344,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999984741211,-6.7183661460876465,6.992541790008545,-12.730595588684082,5.061324596405029,-5.1832146644592285,-1.4525595903396606,-7.041825294494629,2.6952481269836426,3.4123053550720215,-2.7156925201416016,blues
blues.00009.wav,0.27395039796829224,0.08124107867479324,1817.15086312572,1973.7733063015248,3943.490565182715,0.07917482356921887,-213.239990234375,115.16560363769531,-11.69343090057373,39.01427459716797,-20.341278076171875,13.077605247497559,-9.173518180847168,9.011446952819824,-14.10063362121582,4.265941143035889,-6.046167373657227,3.7822070121765137,0.22179929912090302,-5.109399318695068,-0.4102301597595215,-1.1799207925796509,-1.916804552078247,-2.2926604747772217,2.881967067718506,-4.235203742980957,blues
